Country Name,Country Code,Region,IsCountry,Income group,Year,GenderEquality,PoliticalStability,GenderEducation,BirthSex,Income,PlanePassengers,PlaneDepartures,Electricity,PM2.5,CO2Emissions,Unemployment,Poverty,BattleDeaths,CompulsoryEducation,Literacy,Death,Alcohol,Diabetes,DeathsCD,DeathsNCD,GDP,Internet,Population,Rural,Urban,Suicide,Homicide,Military,LegalRights,Birth,Fertility,LandArea,ForestArea,RuralArea,UrbanArea,Density,TaxRevenue,Mobile,FixedTelephone,GovernmentExpenditure
Albania,ALB,Europe & Central Asia,1,Upper middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,Europe & Central Asia,1,Upper middle income,2021,NA,0.109445847570896,1.39256000518799,1.075,NA,193259,1471,NA,NA,NA,12.683,NA,NA,9,98.4499969482422,11.325,NA,10.2,NA,NA,18255787479.1846,79.32,2811666,37.031,62.969,NA,2.31196864129807,4.18588825092418,NA,10.24,1.39,NA,NA,NA,NA,NA,17.8743860497327,2635466,197690,1554502405.23359
Albania,ALB,Europe & Central Asia,1,Upper middle income,2020,NA,0.0875523090362549,1.36875998973846,1.078,NA,124714,1274,100,NA,NA,13.067,43.4,NA,9,NA,10.785,NA,NA,NA,NA,15131866270.5936,72.23767711,2837849,37.888,62.112,NA,2.12777201167065,3.79523306941549,NA,10.285,1.4,27400,28.7919708029197,NA,NA,103.571131386861,17.017906947217,2618880,223469,1437019962.38917
Albania,ALB,Europe & Central Asia,1,Upper middle income,2019,NA,0.111168630421162,1.35992002487183,1.081,10337645641.8684,307741,2558,100,NA,1.69196805679788,11.47,46.2,NA,9,NA,8.48,NA,NA,3.0231082827299,93.9408931427863,15401830754.0773,68.55039112,2854191,38.771,61.229,4.3,2.26174791010144,4.45765862935157,8,10.343,1.414,27400,28.7919708029197,NA,NA,104.167554744526,18.1443771903866,2630076,242859,1416306300.70407
Albania,ALB,Europe & Central Asia,1,Upper middle income,2018,NA,0.370515644550323,1.36299002170563,1.084,10283960047.1199,303137,2935,100,NA,1.78169228321755,12.3,49,NA,9,98.1411514282227,8.308,7.17,NA,NA,NA,15156432309.8977,65.4,2866376,39.681,60.319,4.5,2.29404594278858,4.02942680104453,8,10.517,1.44,27400,28.7919708029197,NA,NA,104.612262773723,18.5459516560754,2714878,248631,1376202214.59195
Albania,ALB,Europe & Central Asia,1,Upper middle income,2017,NA,0.378474771976471,1.34487998485565,1.087,9916264099.57432,204090,1904,99.8899993896484,18.2006025215914,1.79045658243711,13.62,51.8,NA,9,NA,8.15,NA,NA,NA,NA,13019689336.6919,62.4,2873457,40.617,59.383,4.7,2.01434001712189,3.80518109954003,8,10.87,1.491,27400,28.7920620437956,NA,NA,104.870693430657,18.8874919791442,3625699,246720,1366451252.10937
Albania,ALB,Europe & Central Asia,1,Upper middle income,2016,NA,0.344644665718079,1.32128000259399,1.088,9707100980.68591,26634,306,99.8899993896484,18.1899337514472,1.55665604232953,15.42,NA,NA,9,NA,8.035,NA,NA,NA,NA,11861199830.8396,59.6,2876101,41.579,58.421,4.7,2.74204347492575,3.78723434007733,6,11.289,1.551,27400,28.8021897810219,NA,NA,104.967189781022,17.590229809729,3369756,248640,1324573421.62455
Albania,ALB,Europe & Central Asia,1,Upper middle income,2015,NA,0.346129059791565,1.29877996444702,1.091,9411883297.73799,NA,NA,99.9800033569336,19.5125396228106,1.60380990334651,17.19,NA,NA,9,NA,7.947,6.74,NA,2.95538161966608,92.9178058274323,11386850129.8411,56.9,2880703,42.566,57.434,4.8,2.22030990322398,3.77889251316413,6,11.718,1.613,27400,28.8024635036496,27331.601606417,827.69395654173,105.135145985401,18.5157898553099,3400955,226718,1265151391.25623
Albania,ALB,Europe & Central Asia,1,Upper middle income,2014,NA,0.485986232757568,1.30338001251221,1.094,9404812471.40545,151632,1992,99.9499969482422,18.8839549651717,1.66847576272782,18.05,NA,NA,9,NA,7.868,NA,NA,NA,NA,13228147516.1168,54.3,2889104,43.577,56.423,5,4.64616022595595,4.24378498276555,6,12.15,1.674,27400,28.7505109489051,NA,NA,105.441751824818,18.3019361358269,3359654,235734,1279274299.18716
Albania,ALB,Europe & Central Asia,1,Upper middle income,2013,NA,0.0919297859072685,1.28940999507904,1.096,9344283361.85473,865848,11196,100,19.9385171053378,1.53217928825751,15.87,NA,NA,9,NA,7.819,NA,NA,NA,NA,12776220507.0162,51.8,2895092,44.613,55.387,5.3,4.2950952090984,4.82648553602103,7,12.279,1.697,27400,28.6985583941606,NA,NA,105.660291970803,16.5032706123389,3685983,281200,1202387045.37395
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2021,NA,-0.876465022563934,1.39713001251221,1.046,NA,1949936,27650,NA,NA,NA,11.747,NA,NA,10,NA,4.546,NA,7.1,NA,NA,163044443983.759,70.77,44177969,25.739,74.261,NA,1.57318234314011,15.2394677931813,NA,21.524,2.889,NA,NA,NA,NA,NA,NA,47015757,5097059,39195629676.4738
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2020,NA,-0.840253829956055,1.41051995754242,1.046,139381719321.019,1460077,18719,99.8041305541992,NA,NA,12.248,NA,26,10,NA,5.398,NA,NA,NA,NA,145009181490.62,63.94999611,43451666,26.267,73.733,NA,1.50512065521262,17.3924266543925,NA,22.431,2.942,2381741,0.818308959706366,NA,NA,18.2436570559099,NA,45555673,4785763,38730859364.3294
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2019,NA,-1.04434263706207,1.39932000637054,1.046,150791107326.894,6752002,76049,99.5,NA,4.01002515655643,10.495,NA,NA,10,NA,4.392,NA,NA,12.9844112787695,79.3555504278759,171767403748.19,58.97757455,42705368,26.811,73.189,2.5,1.21530387918325,15.888711845293,2,23.298,2.988,2381741,0.814110350369751,NA,NA,17.9303156808402,NA,45425533,4635661,38847401569.4825
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2018,NA,-0.836119592189789,1.39722001552582,1.045,149033267698.922,6442442,77463,99.6978378295898,NA,3.94826656717948,10.416,NA,33,10,81.4078369140625,4.482,0.95,NA,NA,NA,174910878623.049,49.03846808,41927007,27.371,72.629,2.5,1.35473538571451,14.463099790871,2,24.074,3.023,2381741,0.810331601966797,NA,NA,17.6035123046545,NA,47154264,4200919,38123063365.3658
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2017,NA,-0.915799140930176,1.32897996902466,1.044,146484773807.065,6230157,74714,99.6354904174805,38.8840106983002,3.84901785385676,10.334,NA,60,10,NA,4.542,NA,NA,NA,NA,170097014589.134,47.69105515,41136546,27.948,72.052,2.5,1.27380650772187,15.3556750789207,2,24.755,3.05,2381741,0.815789794104397,NA,NA,17.2716286111714,NA,45845665,4100982,37265946593.1727
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2016,NA,-1.09752571582794,1.40208005905151,1.044,139650315560.443,6093416,73465,99.3502502441406,39.853273847241,3.84007874796331,10.2,NA,86,10,NA,4.472,NA,NA,NA,NA,160034163871.455,42.94552688,40339329,28.541,71.459,2.6,1.34360193923407,15.3243976630882,2,25.166,3.051,2381741,0.821247986241997,NA,NA,16.9369083372205,NA,47041321,3404709,36250920811.0466
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2015,NA,-1.0901597738266,1.36090004444122,1.045,131259812863.273,5400896,65940,99.1866607666016,36.0891635653848,3.95198369861949,11.21,NA,110,10,NA,4.437,0.93,NA,14.7662314046474,76.9701279297424,165979279263.174,38.2,39543154,29.152,70.848,2.7,1.38076996361026,13.687051931271,2,25.405,3.041,2381741,0.821247986241997,2305478.23040435,9357.0997471495,16.6026255583626,NA,43227643,3267592,35785706624.3989
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2014,NA,-1.19053518772125,1.3468199968338,1.046,134939738456.61,5021288.96334419,60066,99.0870132446289,35.563917177565,3.81154436688716,10.21,NA,107,10,NA,4.555,NA,NA,NA,NA,213810024944.464,29.5,38760168,29.779,70.221,2.8,1.48864165770181,13.6643448347137,2,25.404,3.004,2381740,0.818057386616507,NA,NA,16.2738871581281,NA,43298174,3098787,34709705746.4834
Algeria,DZA,Middle East & North Africa,1,Lower middle income,2013,NA,-1.20237147808075,1.33654999732971,1.046,134610177414.058,4492436.96334419,55516,99.0022048950195,34.2453279072063,3.65848973119548,9.82,NA,147,10,NA,4.673,NA,NA,NA,NA,209755003250.664,22.5,38000626,30.424,69.576,2.9,1.26313706959542,13.3879724727102,2,25.236,2.957,2381740,0.814866442180927,NA,NA,15.9549850109584,NA,39517045,3132829,34332053161.8028
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2021,NA,1.0492981672287,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,709000000,NA,45035,12.831,87.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2020,NA,1.17400634288788,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,716000000,NA,46189,12.847,87.153,NA,NA,NA,NA,12.7,NA,200,85.65,NA,NA,230.945,NA,NA,10000,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2019,NA,1.17218911647797,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647000000,NA,47321,12.853,87.147,NA,0,NA,NA,NA,NA,200,85.8,NA,NA,236.605,NA,NA,10000,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2018,NA,1.2167763710022,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639000000,NA,48424,12.847,87.153,NA,26.8461919709235,NA,NA,NA,NA,200,85.95,NA,NA,242.12,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2017,NA,1.21886312961578,NA,1.06,NA,NA,NA,NA,12.4738202417443,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,612000000,NA,49463,12.83,87.17,NA,14.1519923983584,NA,NA,16.6,NA,200,86.1,NA,NA,247.315,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2016,NA,1.19323575496674,NA,1.06,NA,NA,NA,NA,12.3827298738272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671000000,NA,50448,12.802,87.198,NA,0,NA,NA,NA,NA,200,86.25,NA,NA,252.24,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2015,NA,1.18135726451874,NA,1.06,NA,NA,NA,NA,13.0193901036704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673000000,NA,51368,12.762,87.238,NA,7.78694907335306,NA,NA,NA,NA,200,86.4,198.24779876068,23.43530367779,256.84,NA,NA,10000,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2014,NA,1.08068346977234,NA,1.06,NA,76944,9144,NA,13.3169920338184,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,643000000,NA,52217,12.712,87.288,NA,5.74531039039384,NA,NA,17.5,NA,200,86.55,NA,NA,261.085,NA,NA,9900,NA
American Samoa,ASM,East Asia & Pacific,1,Upper middle income,2013,NA,0.928985774517059,NA,1.06,NA,72240,8580,NA,14.1272255153053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638000000,NA,52995,12.652,87.348,NA,5.66091140673648,NA,NA,NA,NA,200,86.7,NA,NA,264.975,NA,NA,10000,NA
Andorra,AND,Europe & Central Asia,1,High income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,1,High income,2021,NA,1.63180875778198,NA,1.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,9.7,NA,NA,3330281523.5391502,93.89752157,79034,12.142,87.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88792,49769,NA
Andorra,AND,Europe & Central Asia,1,High income,2020,NA,1.6160352230072,NA,1.063,NA,NA,NA,100,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2891022272.98687,93.20564892,77700,12.084,87.916,NA,2.57400257400257,NA,NA,NA,NA,470,34.0425531914894,NA,NA,165.31914893617,NA,80380,48611,NA
Andorra,AND,Europe & Central Asia,1,High income,2019,NA,1.60220229625702,NA,1.063,NA,NA,NA,100,NA,6.57359548354139,NA,NA,NA,10,NA,3.9,NA,NA,NA,NA,3155065487.51819,90.71866533,76343,12.016,87.984,NA,NA,NA,NA,7,NA,470,34.0425531914894,NA,NA,162.431914893617,NA,87909,39657,NA
Andorra,AND,Europe & Central Asia,1,High income,2018,NA,1.41762721538544,NA,1.063,NA,NA,NA,100,NA,6.59405703011478,NA,NA,NA,10,NA,4.4,11.02,NA,NA,NA,3218316013.22626,NA,75013,11.938,88.062,NA,NA,NA,NA,7.2,NA,470,34.0425531914894,NA,NA,159.602127659574,NA,82614,39375,NA
Andorra,AND,Europe & Central Asia,1,High income,2017,NA,1.42186880111694,NA,1.062,NA,NA,NA,100,10.3076213949548,6.30209786421442,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3000180750.11297,91.56746703,73837,11.85,88.15,NA,NA,NA,NA,NA,NA,470,34.0425531914894,NA,NA,157.1,NA,80337,38411,NA
Andorra,AND,Europe & Central Asia,1,High income,2016,NA,1.41341936588287,NA,1.061,NA,NA,NA,100,10.2558344278431,6.46528811690102,NA,NA,NA,10,NA,4.3,NA,NA,NA,NA,2896679211.86628,89.7,72540,11.752,88.248,NA,NA,NA,NA,8.8,NA,470,34.0425531914894,NA,NA,154.340425531915,NA,76132,38694,NA
Andorra,AND,Europe & Central Asia,1,High income,2015,NA,1.39128828048706,NA,1.061,NA,NA,NA,100,11.462178465567,6.48576924149081,NA,NA,NA,10,NA,NA,11.01,NA,NA,NA,2789870187.50693,87.9,71746,11.655,88.345,NA,0,NA,NA,NA,NA,470,34.0425531914894,409.497133803,30.935815431200002,152.651063829787,NA,71336,38850,NA
Andorra,AND,Europe & Central Asia,1,High income,2014,NA,1.28659331798553,NA,1.06,NA,NA,NA,100,10.8304182450691,6.44593066279443,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3271808157.30038,86.1,71621,11.559,88.441,NA,0,NA,NA,NA,NA,470,34.0425531914894,NA,NA,152.385106382979,NA,66241,38237,NA
Andorra,AND,Europe & Central Asia,1,High income,2013,NA,1.28392601013184,NA,1.06,NA,NA,NA,100,11.8136733075768,6.67423318900893,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3193704343.20627,84.4,71367,11.463,88.537,NA,0,NA,NA,NA,NA,470,34.0425531914894,NA,NA,151.844680851064,NA,63931,38572,NA
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2021,NA,-0.71083623170852706,NA,1.027,NA,311488,3805,NA,NA,NA,10.384,NA,NA,6,72.2799987792969,8.009,NA,4.6,NA,NA,67404287260.3199,32.60230173,34503774,32.54,67.46,NA,NA,6.77582009681349,NA,38.809,5.304,NA,NA,NA,NA,NA,NA,15327864,120001,10692403298.6681
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2020,NA,-0.514614641666412,NA,1.027,67983511083.0109,356695,3792,46.8906097412109,NA,NA,10.35,NA,21,6,NA,7.821,NA,NA,NA,NA,53619073505.1377,32.55014678,33428486,33.175,66.825,NA,NA,7.46236441698328,NA,39.271,5.371,1246700,53.4269511510388,NA,NA,26.8135766423358,NA,14645050,119164,11417408754.5842
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2019,NA,-0.358524978160858,0.889107644557953,1.026,92303358508.9964,1436959,13647,45.6427993774414,NA,0.779292238004638,9.481,NA,25,6,NA,7.811,NA,NA,59.1622729537789,31.7494401531339,69309110145.7687,32.12939197,32353588,33.823,66.177,6.1,NA,8.52361744119801,1,39.725,5.442,1246700,53.8721745407877,NA,NA,25.9513820486083,10.090385804431,14830154,124726,13279917132.4038
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2018,NA,-0.335691750049591,0.808941900730133,1.026,86958582012.629,1516628,13978,45.2900009155273,NA,0.766050321209311,9.522,NA,NA,6,NA,7.99,6.94,NA,NA,NA,77792944471.9494,29,31273533,34.486,65.514,6,NA,9.50392169689592,1,40.236,5.519,1246700,54.3174059517125,NA,NA,25.085050934467,9.64477850341357,13288421,171858,12639002454.9682
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2017,NA,-0.380449026823044,0.808844208717346,1.025,118809406962.523,1375523,13494,43.0132598876953,32.3885049076425,0.80265810151987,9.535,NA,25,6,NA,8.242,NA,NA,NA,NA,68972769395.6274,26,30208628,35.161,64.839,6,NA,10.4140772790419,1,40.81,5.6,1246700,54.7626293414615,NA,NA,24.2308719018208,9.223777502108,13323952,161070,12858708596.7757
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2016,NA,-0.315898835659027,0.825659990310669,1.025,137436801390.117,1482546,15482,41.8131294250488,31.785388814817,1.02092811921599,9.586,NA,25,6,NA,8.555,NA,NA,NA,NA,49840491178.1518,23.2,29154746,35.851,64.149,6.2,4.10224812286562,12.3999600882007,1,41.377,5.686,1246700,55.2078447100345,NA,NA,23.385534611374,9.73251248352788,13001124,304493,12823563611.0624
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2015,NA,-0.500897765159607,0.785409986972809,1.024,89980936747.3193,1244491,13116,42,32.7298731438952,1.12518891950045,9.584,54,NA,6,NA,8.826,7.96,NA,61.5753822572839,29.9384422979868,87219300384.5072,22,28127721,36.554,63.446,6.5,4.4582353472576,11.4798495273084,1,42.02,5.774,1246700,55.6530761209593,1250999.88327963,2991.3469865533,22.5617397930537,11.0020190179303,13884532,284925,14332601831.8797
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2014,NA,-0.333232045173645,NA,1.024,71699849408.7744,1409952,13716,32,32.9740250383699,1.09220849033245,9.58,NA,NA,6,66.0301132202148,9.181,NA,NA,NA,NA,137244439121.374,21.4,27128337,37.269,62.731,6.4,NA,12.8877429712969,1,42.676,5.864,1246700,56.0983011149435,NA,NA,21.7601163070506,13.5426301621262,14052558,287416,15712335514.9885
Angola,AGO,Sub-Saharan Africa,1,Lower middle income,2013,3,-0.39123347401619,0.796609997749329,1.024,64078558725.7631,1321872,14496,38.2780303955078,34.6639225658386,1.03104746004915,8.834,NA,NA,6,NA,9.607,NA,NA,NA,NA,133401582620.494,13,26147002,37.998,62.002,6.9,NA,12.0250725449374,1,43.282,5.953,1246700,56.5435261089276,NA,NA,20.9729702414374,14.184762657139,13285198,214950,18299688244.942
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2021,NA,0.955552101135254,NA,1.032,NA,40633,2105,NA,NA,NA,NA,NA,NA,11,NA,6.365,NA,11.7,NA,NA,1471125925.92593,95.66338947,93219,75.62,24.38,NA,17.1637908377539,NA,NA,12.115,1.58,NA,NA,NA,NA,NA,NA,184000,27000,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2020,NA,0.94066995382309,NA,1.032,NA,356,64,100,NA,NA,NA,NA,NA,11,NA,5.961,NA,NA,NA,NA,1370281481.48148,95.68550784,92664,75.567,24.433,NA,9.71250971250971,NA,NA,12.16,1.569,440,18.4545454545455,NA,NA,210.6,NA,184000,27000,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2019,NA,0.953555166721344,NA,1.032,NA,526333.995080553,21930.5831283564,100,NA,5.60265748993128,NA,NA,NA,11,NA,5.865,NA,NA,9.83439461391756,84.7928092808798,1687533333.33333,95.70763132,92117,75.494,24.506,0.4,3.25674553418769,NA,5,11.485,1.468,440,18.5909090909091,NA,NA,209.356818181818,NA,184000,27000,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2018,NA,0.840856850147247,NA,1.032,NA,580174.156834825,23206.966273393,100,NA,5.56392290397922,NA,NA,NA,11,NA,5.787,6.38,NA,NA,NA,1605944444.44444,NA,91626,75.401,24.599,0.4,13.0967907405689,NA,5,10.816,1.371,440,18.75,NA,NA,208.240909090909,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2017,NA,0.748045027256012,NA,1.032,NA,590517,24019,100,18.6223428464755,5.50049934700776,NA,NA,NA,11,NA,5.746,NA,NA,NA,NA,1467977777.77778,NA,91119,75.287,24.713,0,21.9493190223773,NA,5,11.789,1.485,440,18.9090909090909,NA,NA,207.088636363636,NA,184000,24000,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2016,NA,0.878607213497162,NA,1.032,NA,1042929,40928,100,18.4609303216643,5.535312044521,NA,NA,NA,11,NA,5.662,NA,NA,NA,NA,1436585185.18519,73,90564,75.154,24.846,0.5,NA,NA,5,11.659,1.458,440,19.0454545454545,NA,NA,205.827272727273,NA,180000,22504,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2015,NA,1.00472450256348,NA,1.032,NA,1039810,40047,100,19.6963877942929,5.45913432138847,NA,NA,NA,11,98.9499969482422,5.649,5.89,NA,11.2859980525078,83.5051057233273,1336692592.59259,70,89941,75,25,0.4,NA,NA,5,12.591,1.567,440,19.2045454545455,396.3347800022,31.86330246835,204.411363636364,NA,176000,20000,217358814.814815
Antigua and Barbuda,ATG,Latin America & Caribbean,1,High income,2014,NA,0.984550714492798,NA,1.032,NA,1216152,46404,100,19.7255836182805,5.34761755345376,NA,NA,NA,11,NA,5.544,NA,NA,NA,NA,1249733333.33333,67.78,89236,74.825,25.175,0.4,NA,NA,5,12.325,1.526,440,19.3545454545455,NA,NA,202.809090909091,NA,120041,19915,NA
